Rank,Name,,Country,Qualification,Final,event_name,Date,Gender
25,ANNA,BROZEK,POL,7.85,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
26,PIPER,KELLY,USA,7.92,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
27,LIBERTY,RUNNELS,USA,8.09,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
28,SOPHIA,CURCIO,USA,8.17,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
29,FUMIKA,KAWAKAMI,JPN,8.21,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
30,AI,TAKEUCHI,JPN,8.29,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
31,LISON,GAUTRON,FRA,8.35,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
32,BEATRICE,COLLI,ITA,8.40,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
33,HARUKA,KANETANI,JPN,8.44,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
34,HEEJU,NOH,KOR,8.51,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
35,SUSAN,NURHIDAYAH,INA,8.68,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
36,AURELIA,SARISSON,FRA,8.99,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
37,NATSUMI,HAYASHI,JPN,9.16,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
38,ERICA,VELEV,CAN,9.35,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
39,KARIN,HAYASHI,JPN,9.42,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
40,NAWOO,CHOI,KOR,9.51,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
41,ABIGAIL,RUANO,ECU,9.92,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
42,SHIVPREET,PANNU,IND,9.94,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
43,PUJA,LESTARI,INA,10.56,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
44,GRACE,CROWLEY,AUS,10.75,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
45,MI,YANG,CHN,10.99,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
46,CALLIE,CLOSE,USA,fall,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
47,EKA,DIAN KRISMAWATI,INA,false start,,IFSC_World_Cup_Jakarta_2023,6 May - 7 May 2023,Women
1,VEDDRIQ,LEONARDO,INA,5.08,4.95,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
2,PENG,WU,CHN,5.38,6.99,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
3,KIROMAL,KATIBIN,INA,5.21,4.98,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
4,SAMUEL,WATSON,USA,5.15,5.98,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
5,JIANGUO,LONG,CHN,5.26,5.08,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
6,BASSA,MAWEM,FRA,5.36,5.30,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
7,JINBAO,LONG,CHN,5.42,7.00 (5.42),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
8,PIERRE,REBREYEND,FRA,5.47,5.57 (5.47),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
9,RAHMAD,ADI MULYONO,INA,5.14,false start (5.14),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
10,LUDOVICO,FOSSALI,ITA,5.463,5.20 (er),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
11,ASPAR,ASPAR,INA,5.33,false start (5.33),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
12,LIANG,ZHANG,CHN,5.353,fall (5.35),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
13,MATTEO,ZURLONI,ITA,5.357,fall (5.35),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
14,ALFIAN,MUHAMMAD FAJRI,INA,5.464,5.45,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
15,XINSHANG,WANG,CHN,5.461,5.45,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
16,JOHN,BROSLER,USA,5.48,8.49 (5.48),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
17,RYO,OMASA,JPN,5.49,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
18,AMIR,MAIMURATOV,KAZ,5.50,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
19,YONGJUN,JUNG,KOR,5.56,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
20,MERRITT,ERNSBERGER,USA,5.57 (5.585),,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
21,CARLOS,GRANJA,ECU,5.57 (5.645),,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
22,GUILLAUME,MORO,FRA,5.58,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
23,MICHAEL,FINN-HENRY,CAN,5.59,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
24,ERIK,NOYA CARDONA,ESP,5.61 (5.703),,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
25,KOSTIANTYN,PAVLENKO,UKR,5.61 (5.734),,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
26,NOAH,BRATSCHI,USA,5.62,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
27,MINHUI,WANG,CHN,5.65,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
28,ISAAC,ESTEVEZ,ECU,5.676,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
29,MARCIN,DZIENSKI,POL,5.677,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
30,ALESSANDRO,BOULOS,ITA,5.76,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
31,RICHARD,LI,USA,5.78,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
32,LUKAS,KNAPP,AUT,5.79,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
33,ZAINAL,ARIPIN,INA,5.81,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
34,YONGSU,LEE,KOR,5.82,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
35,YAROSLAV,TKACH,UKR,5.83,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
36,KEVIN,AMON,AUT,5.902,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
37,KAZUKI,TANII,JPN,5.905,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
38,TOBIAS,PLANGGER,AUT,5.98,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
39,RAFE,STOKES,GBR,5.99,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
40,JUN,YASUKAWA,JPN,6.011,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
41,YUDAI,IKEDA,JPN,6.012,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
42,MINSU,KANG,KOR,6.080,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
43,MARIUS,PAYET GABORIAUD,FRA,6.084,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
44,JAN,KRIZ,CZE,6.14,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
45,ETHAN,PITCHER,CAN,6.20,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
46,DYLAN,LE,CAN,6.22,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
47,ALISHER,MURAT,KAZ,6.27,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
48,EUNCHEOL,SHIN,KOR,6.28,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
49,GABRIEL,CANCEL,ECU,6.30,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
50,JOSHUA,BRUYNS,RSA,6.41 (afr),,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
51,DARREN,SKOLNIK,USA,6.48,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
52,QUINN,O'FRANCIA,USA,6.62,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
53,ARDCH,INTRACHUPONGSE,THA,6.83,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
54,EVAN,HOMAN,USA,6.95,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
55,JACK,WHITNEY,CAN,7.10,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
56,AIDAN,GODDARD,USA,7.39,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
57,GINTA,UEGAKI,JPN,7.53,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
58,ANDRÉS,ALENCASTER,MEX,7.78,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
59,JOEY,KIM,USA,7.79,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
60,ZACH,HAMMER,USA,7.93,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
61,SEBASTIAN,LUCKE,GER,8.01,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
62,SEUNGBEOM,LEE,KOR,fall,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
63,GIGA,JANKHOTELI,GEO,false start,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
63,GIORGI,JAPARIDZE,GEO,false start,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
,GIAN LUCA,ZODDA,ITA,dns,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Men
1,ALEKSANDRA,MIROSLAW,POL,6.42,6.43,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
2,DESAK,MADE RITA KUSUMA DEWI,INA,6.86,6.82,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
3,LIJUAN,DENG,CHN,6.88,6.77,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
4,RAJIAH,SALLSABILLAH,INA,7.05,6.98,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
5,NATALIA,KALUCKA,POL,6.95,6.78,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
6,EMMA,HUNT,USA,6.90,7.80 (6.909),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
7,NURUL,IQAMAH,INA,7.35,7.54 (7.297),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
8,MANON,LEBON,FRA,7.68,7.39,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
9,ALEKSANDRA,KALUCKA,POL,6.84,8.08 (6.840),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
10,JIMIN,JEONG,KOR,7.41,7.05 (7.50),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
11,DI,NIU,CHN,7.13,8.08 (7.132),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
12,GIULIA,RANDI,ITA,7.527,7.35,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
13,PATRYCJA,CHUDZIAK,POL,7.37,7.36,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
14,CAPUCINE,VIGLIONE,FRA,7.50,7.56 (7.500),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
15,BEATRICE,COLLI,ITA,7.528,fall (7.528),IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
16,FRANZISKA,RITTER,GER,7.75,7.67,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
17,ANDREA,ROJAS,ECU,7.861,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
18,LISON,GAUTRON,FRA,7.868,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
19,SHENGYAN,WANG,CHN,7.89,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
20,VICTOIRE,ANDRIER,FRA,7.94,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
21,KARIN,HAYASHI,JPN,8.00,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
22,PIPER,KELLY,USA,8.15,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
23,HEEJU,NOH,KOR,8.19,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
24,LIBERTY,RUNNELS,USA,8.25,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
25,FUMIKA,KAWAKAMI,JPN,8.28,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
26,SHAOQIN,ZHANG,CHN,8.29,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
27,SOPHIA,CURCIO,USA,8.40,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
28,NATSUMI,HAYASHI,JPN,8.46,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
29,HARUKA,KANETANI,JPN,8.60,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
30,ERICA,VELEV,CAN,8.61,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
31,ISIS,ROTHFORK,USA,8.67,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
32,ANNA,BROZEK,POL,8.69,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
33,CALLIE,CLOSE,USA,8.81,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
34,TAMARA,ULZHABAYEVA,KAZ,8.82,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
35,VALERIA,MACIAS FERREIRA,MEX,8.84,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
36,MI,YANG,CHN,9.03,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
37,ABIGAIL,RUANO,ECU,9.46,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
38,KAILER,KORDEWICK,USA,9.59,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
39,NAWOO,CHOI,KOR,9.68,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
40,ARANTZA,FERNÁNDEZ GUTIERREZ,MEX,9.93,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
41,SYDNEY,WILLIAMS,USA,9.97,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
42,MADELINE,MORRIS,USA,9.99,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
43,MICAELA,PATAJO,USA,10.03,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
44,GRACE,CROWLEY,AUS,10.53,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
45,SHIVPREET,PANNU,IND,10.60,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
46,AURELIA,SARISSON,FRA,11.02,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
47,YUJU,MOU,CHN,fall,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
48,YAFEI,ZHOU,CHN,false start,,IFSC_World_Cup_Salt_Lake_City_2023,19 May - 21 May 2023,Women
1,JIANGUO,LONG,CHN,5.22,5.26,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
2,LIANG,ZHANG,CHN,5.242,fall,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
3,RYO,OMASA,JPN,5.298,5.30,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
4,SAMUEL,WATSON,USA,5.20,fall,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
5,VEDDRIQ,LEONARDO,INA,4.97,6.08 (4.97),IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
6,PENG,WU,CHN,5.17,5.09,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
7,LONG,CAO,CHN,5.15,7.83 (5.15),IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
8,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.23,9.06 (5.23),IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
9,RISHAT,KHAIBULLIN,KAZ,5.08,6.06 (5.08),IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
10,RAHMAD,ADI MULYONO,INA,5.26,5.09,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
11,MATTEO,ZURLONI,ITA,5.245,5.58 (5.24),IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
12,JOHN,BROSLER,USA,5.25 (6.066),false start (5.25),IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
13,JINBAO,LONG,CHN,5.25 (fall),fall (5.25),IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
14,JUN,YASUKAWA,JPN,5.28,8.61 (5.28),IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
15,XINSHANG,WANG,CHN,5.290,fall (5.29),IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
16,ERIK,NOYA CARDONA,ESP,5.30,false start (5.30),IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
17,LEANDER,CARMANNS,GER,5.31,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
18,SEBASTIAN,LUCKE,GER,5.34,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
19,GUILLAUME,MORO,FRA,5.37,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
20,ASPAR,ASPAR,INA,5.383,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
21,EUNCHEOL,SHIN,KOR,5.388,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
22,LUDOVICO,FOSSALI,ITA,5.420,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
23,ALFIAN,MUHAMMAD FAJRI,INA,5.422,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
24,BASSA,MAWEM,FRA,5.435,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
25,ZAINAL,ARIPIN,INA,5.439,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
26,YAROSLAV,TKACH,UKR,5.47,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
27,KIROMAL,KATIBIN,INA,5.48,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
28,MARCIN,DZIENSKI,POL,5.49,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
29,MINHUI,WANG,CHN,5.51,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
30,ETHAN,PITCHER,CAN,5.522,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
31,CARLOS,GRANJA,ECU,5.528,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
32,YONGJUN,JUNG,KOR,5.53,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
33,SHUTO,FUJINO,JPN,5.554,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
34,PIERRE,REBREYEND,FRA,5.555,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
35,ISAAC,ESTEVEZ,ECU,5.558,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
36,LUCA,ROBBIATI,ITA,5.56,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
37,KOSTIANTYN,PAVLENKO,UKR,5.57,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
38,NOAH,BRATSCHI,USA,5.63,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
39,GIAN LUCA,ZODDA,ITA,5.65,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
40,KEVIN,AMON,AUT,5.71,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
41,MARCEAU,GARNIER,FRA,5.78,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
42,LINUS,BADER,GER,5.80,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
43,JULIAN,DAVID,NZL,5.83 (ocr),,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
44,RAFE,STOKES,GBR,5.843,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
45,MINSU,KANG,KOR,5.848,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
46,MICHAEL,FINN-HENRY,CAN,5.88,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
47,TOBIAS,PLANGGER,AUT,5.94,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
48,GUSTAVO JOSE,PEREZ,VEN,5.96,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
49,MIKOLAJ,WROBLEWSKI,POL,6.00,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
50,LUKAS,KNAPP,AUT,6.01,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
51,YONGSU,LEE,KOR,6.02,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
52,SHO,TAKENAKA,JPN,6.126,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
53,RAHARJATI,NURSAMSA,INA,6.129,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
54,DORIAN,ZEDLER,GER,6.16,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
55,LAWRENCE,BOGESCHDORFER,AUT,6.24,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
56,QUINN,O'FRANCIA,USA,6.26,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
57,CHEUNG-CHI SHOJI,CHAN,HKG,6.31,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
58,ALISHER,MURAT,KAZ,6.39,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
59,MATTHEW,FALL,GBR,6.41,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
60,MATVEY,YESSIPOV,KAZ,6.425,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
61,JOEY,KIM,USA,6.427,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
62,TOMAS,CHICAIZA DAVILA,ECU,6.48,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
63,CHI-FUNG,AU,HKG,6.665,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
64,ZACH,HAMMER,USA,6.666,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
65,JOSE TOMAS,LEDESMA,CHI,6.74,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
66,MOTONORI,TABUCHI,JPN,6.79,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
67,JAN,KRIZ,CZE,7.00,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
68,VALENTIN,STERNIK,ARG,7.06,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
69,CHAD,HORTON,AUS,7.43,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
70,PEDRO,EGG,BRA,8.08,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
71,JOSHUA,BRUYNS,RSA,8.25,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
72,DARREN,SKOLNIK,USA,10.09,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
73,FLYNN,CHISHOLM,NZL,10.84,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
74,JONGBIN,CHOI,KOR,fall,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
75,AMIR,MAIMURATOV,KAZ,false start,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
75,DEEPU,MALLESH,IND,false start,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
75,AODHAN,UMLAUF,GER,false start,,IFSC_World_Cup_Villars_2023,30 June - 2 July 2023,Men
