Rank,Name,,Country,Qualification,Final,event_name,date,gender
1,VEDDRIQ,LEONARDO,INA,5.37,5.20 (wr) (asr),Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
2,KIROMAL,KATIBIN,INA,5.25 (wr),fall,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
3,MARCIN,DZIENSKI,POL,5.90,5.84,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
4,JOHN,BROSLER,USA,5.60 (par),6.89,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
5,MERRITT,ERNSBERGER,USA,6.19,6.13,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
6,JUN,YASUKAWA,JPN,6.253,6.23,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
7,PIERRE,REBREYEND,FRA,6.14,false start,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
8,YAROSLAV,TKACH,UKR,6.17,fall,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
9,LUDOVICO,FOSSALI,ITA,6.09,5.95,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
10,GUILLAUME,MORO,FRA,6.36,6.12,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
11,MICKAEL,MAWEM,FRA,6.28,6.79,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
12,MICHAEL,FINN-HENRY,USA,6.255,7.79,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
13,GIAN LUCA,ZODDA,ITA,6.06,7.88,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
14,KOSTIANTYN,PAVLENKO,UKR,6.02,8.28,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
15,CARLOS,GRANJA,ECU,6.03,8.73,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
16,LINUS,BADER,GER,6.32,11.09,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
17,JAN,KRIZ,CZE,6.40,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
18,ETHAN,PITCHER,CAN,6.54,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
19,AMIR,MAIMURATOV,KAZ,6.56,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
20,COLIN,DUFFY,USA,6.75,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
21,STEFAN,FELLNER,USA,6.76,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
22,CHRISTOPHER,COSSER,RSA,6.83,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
23,DARREN,SKOLNIK,USA,6.86,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
24,QUINN,O'FRANCIA,USA,6.87,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
25,JAN,HOJER,GER,6.88,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
26,PAOLO,RIVADENEIRA,ECU,6.91,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
27,NATHANIEL,COLEMAN,USA,6.97,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
28,NICKOLAIE,RIVADENEIRA,ECU,7.09,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
29,MICHAEL,PICCOLRUAZ,ITA,7.15,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
30,CADEN,REEDY,USA,7.26,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
31,NOAH,BRATSCHI,USA,7.36,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
32,TOBIAS,PLANGGER,AUT,7.55,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
33,SEAN,MCCOLL,CAN,7.81,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
34,KAI,HARADA,JPN,7.89,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
35,MUNEKAZU,KITAMI,JPN,8.06,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
36,FREDERIK,VIBERG CHRISTIANSEN,DEN,9.58,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
37,TOMAS,CHICAIZA,ECU,9.81,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
38,TOMOA,NARASAKI,JPN,false start,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Men
1,ALEKSANDRA,MIROSLAW,POL,7.20,7.38,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
2,EMMA,HUNT,USA,7.52,7.53,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
3,MIHO,NONAKA,JPN,8.58,8.95,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
4,PATRYCJA,CHUDZIAK,POL,8.28,10.40,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
5,ANOUCK,JAUBERT,FRA,8.49,7.78,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
6,NATALIA,KALUCKA,POL,7.68,8.48,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
7,ALEXANDRA,ELMER,AUT,8.54,8.63,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
8,CAPUCINE,VIGLIONE,FRA,7.94,10.58,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
9,FRANZISKA,RITTER,GER,8.33,8.52,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
10,CALLIE,CLOSE,USA,8.72,8.70,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
11,TETIANA,KOLKOTINA,UKR,8.68,8.95,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
12,BROOKE,RABOUTOU,USA,9.36,9.55,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
13,AKIYO,NOGUCHI,JPN,9.12,10.20,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
14,KYRA,CONDIE,USA,8.43,10.82,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
15,JANJA,GARNBRET,SLO,8.36,14.47,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
16,LAURA,STÖCKLER,AUT,8.77,14.94,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
17,PETRA,KLINGLER,SUI,9.42,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
18,ALEJANDRA,CONTRERAS,CHI,9.76,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
19,JULIA,DUFFY,USA,10.27,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
20,ISABEL,GIFFORD,USA,11.28,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
21,LAURA,ROGORA,ITA,11.59,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
22,ERIN,STERKENBURG,RSA,12.04,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
23,AURELIA,SARISSON,FRA,12.28,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
24,GABRIELLE,TOURTELLOTTE,USA,fall,,Salt_Lake_City_(USA)_2021,28 May - 30 May 2021,Women
1,VEDDRIQ,LEONARDO,INA,5.52,5.32,Villars_(SUI)_2021,1 July - 3 July 2021,Men
2,DMITRII,TIMOFEEV,RUS,5.622,7.35,Villars_(SUI)_2021,1 July - 3 July 2021,Men
3,KIROMAL,KATIBIN,INA,5.48,5.30,Villars_(SUI)_2021,1 July - 3 July 2021,Men
4,VLADISLAV,DEULIN,RUS,5.756,5.38 (er),Villars_(SUI)_2021,1 July - 3 July 2021,Men
5,MEHDI,ALIPOUR SHENAZANDIFARD,IRI,5.734,5.68,Villars_(SUI)_2021,1 July - 3 July 2021,Men
6,ALEKSANDR,SHIKOV,RUS,5.67,5.72,Villars_(SUI)_2021,1 July - 3 July 2021,Men
7,ALFIAN,MUHAMMAD FAJRI,INA,5.724,6.13,Villars_(SUI)_2021,1 July - 3 July 2021,Men
8,RISHAT,KHAIBULLIN,KAZ,5.728,7.73,Villars_(SUI)_2021,1 July - 3 July 2021,Men
9,ASPAR,ASPAR,INA,5.726,5.72,Villars_(SUI)_2021,1 July - 3 July 2021,Men
10,SERGEI,RUKIN,RUS,5.77,5.78,Villars_(SUI)_2021,1 July - 3 July 2021,Men
11,MARCIN,DZIENSKI,POL,5.71,5.80,Villars_(SUI)_2021,1 July - 3 July 2021,Men
12,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.54,5.81,Villars_(SUI)_2021,1 July - 3 July 2021,Men
13,JOHN,BROSLER,USA,5.757,6.11,Villars_(SUI)_2021,1 July - 3 July 2021,Men
14,NOAH,BRATSCHI,USA,5.739,6.36,Villars_(SUI)_2021,1 July - 3 July 2021,Men
15,LEV,RUDATSKIY,RUS,5.625,7.91,Villars_(SUI)_2021,1 July - 3 July 2021,Men
16,GIAN LUCA,ZODDA,ITA,5.729,9.90,Villars_(SUI)_2021,1 July - 3 July 2021,Men
17,ARSENII,BOGOMOLOV,RUS,5.80,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
18,PIERRE,REBREYEND,FRA,5.81,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
19,ZAENAL,ARIPIN,INA,5.82,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
20,GUILLAUME,MORO,FRA,5.84,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
21,YAROSLAV,TKACH,UKR,5.85,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
22,KOSTIANTYN,PAVLENKO,UKR,5.86,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
23,ERIK,NOYA CARDONA,ESP,5.89,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
24,ALEKSANDR,SHILOV,RUS,5.90,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
25,LUDOVICO,FOSSALI,ITA,5.94,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
26,AMIR,MAIMURATOV,KAZ,5.99,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
27,TOBIAS,PLANGGER,AUT,6.05,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
28,DENIS,KARPIKOV,RUS,6.09,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
29,LEANDER,CARMANNS,GER,6.14,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
30,HAJIME,TAKEDA,JPN,6.26,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
31,ALBERTO,GINÉS LÓPEZ,ESP,6.29,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
32,LUKAS,KNAPP,AUT,6.30,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
33,LINUS,BADER,GER,6.31,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
34,JOE,GOODACRE,USA,6.32,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
35,BEKNUR,ALTYNBEKOV,KAZ,6.33,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
36,JAN,KRIZ,CZE,6.41,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
37,COLIN,DUFFY,USA,6.46,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
38,IAROSLAV,PASHKOV,RUS,6.54,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
39,ALISHER,MURAT,KAZ,6.601,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
40,MOHSEN,SHAFIEI,IRI,6.606,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
41,UNAX,UTERGA FLAMARIQUE,ESP,6.69,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
42,MICHAEL,PICCOLRUAZ,ITA,6.70,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
43,BOHDAN,BOTNAR,UKR,6.72,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
44,ETHAN,PITCHER,CAN,6.86,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
45,NATHANIEL,COLEMAN,USA,6.92,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
46,ALEJANDRO,RIVAS DOMÍNGUEZ,ESP,7.03,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
47,ALESSANDRO,CINGARI,ITA,7.28,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
48,ALESSANDRO,BOULOS,ITA,7.49,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
49,ALEXANDER,MEGOS,GER,7.91,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
50,CHRISTIAN,WAGNER,CHI,8.38,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
51,JUN,YASUKAWA,JPN,8.58,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
,MUNEKAZU,KITAMI,JPN,dns,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
,SEBASTIAN,LUCKE,GER,dns,,Villars_(SUI)_2021,1 July - 3 July 2021,Men
1,EKATERINA,BARASHCHUK,RUS,7.61,7.30,Villars_(SUI)_2021,1 July - 3 July 2021,Women
2,IULIIA,KAPLINA,RUS,7.01,8.39,Villars_(SUI)_2021,1 July - 3 July 2021,Women
3,PATRYCJA,CHUDZIAK,POL,7.56,7.73,Villars_(SUI)_2021,1 July - 3 July 2021,Women
4,DESAK,MADE RITA KUSUMA DEWI,INA,7.34,10.38,Villars_(SUI)_2021,1 July - 3 July 2021,Women
5,EMMA,HUNT,USA,7.72,7.19 (par),Villars_(SUI)_2021,1 July - 3 July 2021,Women
6,NATALIA,KALUCKA,POL,7.28,7.47,Villars_(SUI)_2021,1 July - 3 July 2021,Women
7,ANOUCK,JAUBERT,FRA,7.49,7.52,Villars_(SUI)_2021,1 July - 3 July 2021,Women
8,RAJIAH,SALLSABILLAH,INA,7.24,fall,Villars_(SUI)_2021,1 July - 3 July 2021,Women
9,ANNA,BROZEK,POL,7.84,7.61,Villars_(SUI)_2021,1 July - 3 July 2021,Women
10,CAPUCINE,VIGLIONE,FRA,8.00,7.68,Villars_(SUI)_2021,1 July - 3 July 2021,Women
11,GIULIA,RANDI,ITA,7.912,7.87,Villars_(SUI)_2021,1 July - 3 July 2021,Women
12,MANON,LEBON,FRA,8.14,8.00,Villars_(SUI)_2021,1 July - 3 July 2021,Women
13,JANJA,GARNBRET,SLO,7.916,8.01,Villars_(SUI)_2021,1 July - 3 July 2021,Women
14,LAURA,STÖCKLER,AUT,8.07,8.57,Villars_(SUI)_2021,1 July - 3 July 2021,Women
15,ELENA,TIMOFEEVA,RUS,8.17,10.47,Villars_(SUI)_2021,1 July - 3 July 2021,Women
16,NURUL,IQAMAH,INA,7.918,false start,Villars_(SUI)_2021,1 July - 3 July 2021,Women
17,VICTOIRE,ANDRIER,FRA,8.19,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
18,TETIANA,KOLKOTINA,UKR,8.25,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
19,CALLIE,CLOSE,USA,8.31,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
20,POLINA,KULAGINA,RUS,8.33,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
21,FRANZISKA,RITTER,GER,8.34,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
22,ALEXANDRA,ELMER,AUT,8.35,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
23,JULIA,KOCH,GER,8.45,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
24,MARÍA,LABORDA SAGASTE,ESP,8.64,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
25,ANNA,TSYGANOVA,RUS,8.65,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
26,KYRA,CONDIE,USA,8.70,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
27,JULIA,CHANOURDIE,FRA,8.730,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
28,TAMARA,ULZHABAYEVA,KAZ,8.738,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
29,ANNA MARIA,APEL,GER,8.87,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
30,SUKMA,LINTANG CAHYANI,INA,8.93,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
31,ALEJANDRA,CONTRERAS,CHI,9.11,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
32,ELIZAVETA,IVANOVA,RUS,9.19,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
33,MIA,KRAMPL,SLO,9.43,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
34,ASSEL,MARLENOVA,KAZ,9.62,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
35,KSENIIA,PETROVA,RUS,9.75,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
36,VALENTINA,AGUADO,ARG,9.92,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
37,JULIA,DUFFY,USA,10.23,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
38,ISABEL,GIFFORD,USA,10.42,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
39,HANA,KRIZOVA,CZE,10.65,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
40,LAURA,ROGORA,ITA,11.11,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
,ANNA,CALANCA,ITA,dns,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
,BEATRICE,COLLI,ITA,dns,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
,IGNACIA,MELLADO QUINTEROS,CHI,dns,,Villars_(SUI)_2021,1 July - 3 July 2021,Women
1,DANYIL,BOLDYREV,UKR,5.80,5.73,Moscow_2021,16 September - 21 September 2021,Men
2,ERIK,NOYA CARDONA,ESP,5.817,5.95,Moscow_2021,16 September - 21 September 2021,Men
3,NOAH,BRATSCHI,USA,5.791,6.31,Moscow_2021,16 September - 21 September 2021,Men
4,GUILLAUME,MORO,FRA,5.85,8.46,Moscow_2021,16 September - 21 September 2021,Men
5,TOBIAS,PLANGGER,AUT,5.945,5.98,Moscow_2021,16 September - 21 September 2021,Men
6,JOHN,BROSLER,USA,5.76,fall,Moscow_2021,16 September - 21 September 2021,Men
7,RISHAT,KHAIBULLIN,KAZ,5.946,fall,Moscow_2021,16 September - 21 September 2021,Men
8,VLADISLAV,DEULIN,CFR,5.74,fall,Moscow_2021,16 September - 21 September 2021,Men
9,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.797,5.75,Moscow_2021,16 September - 21 September 2021,Men
10,MARCIN,DZIENSKI,POL,5.71,5.83,Moscow_2021,16 September - 21 September 2021,Men
11,GIAN LUCA,ZODDA,ITA,5.814,5.849,Moscow_2021,16 September - 21 September 2021,Men
12,AMIR,MAIMURATOV,KAZ,5.84,5.91,Moscow_2021,16 September - 21 September 2021,Men
13,ARSENII,BOGOMOLOV,CFR,5.77,6.07,Moscow_2021,16 September - 21 September 2021,Men
14,PIERRE,REBREYEND,FRA,5.90,6.17,Moscow_2021,16 September - 21 September 2021,Men
15,DMITRII,TIMOFEEV,CFR,5.72,fall,Moscow_2021,16 September - 21 September 2021,Men
16,ALEKSANDR,SHIKOV,CFR,5.89,fall,Moscow_2021,16 September - 21 September 2021,Men
17,KOSTIANTYN,PAVLENKO,UKR,5.96,,Moscow_2021,16 September - 21 September 2021,Men
18,LUDOVICO,FOSSALI,ITA,5.98,,Moscow_2021,16 September - 21 September 2021,Men
19,CARLOS,GRANJA,ECU,5.99,,Moscow_2021,16 September - 21 September 2021,Men
20,MILAD,ALIPOUR SHENAZANDIFAR,IRI,6.04,,Moscow_2021,16 September - 21 September 2021,Men
21,EHSAN,ASRAR,IRI,6.08,,Moscow_2021,16 September - 21 September 2021,Men
22,AMIR REZA,KARAM ZADEH,IRI,6.14,,Moscow_2021,16 September - 21 September 2021,Men
23,BEKNUR,ALTYNBEKOV,KAZ,6.196,,Moscow_2021,16 September - 21 September 2021,Men
24,YONGJUN,JUNG,KOR,6.197,,Moscow_2021,16 September - 21 September 2021,Men
25,LINUS,BADER,GER,6.26,,Moscow_2021,16 September - 21 September 2021,Men
26,SEBASTIAN,LUCKE,GER,6.29,,Moscow_2021,16 September - 21 September 2021,Men
27,JAN,KRIZ,CZE,6.37,,Moscow_2021,16 September - 21 September 2021,Men
28,MEHDI,ALIPOUR SHENAZANDIFARD,IRI,6.52,,Moscow_2021,16 September - 21 September 2021,Men
29,PHANUPHONG,BUNPRAKOP,THA,6.65,,Moscow_2021,16 September - 21 September 2021,Men
30,YAROSLAV,TKACH,UKR,6.67,,Moscow_2021,16 September - 21 September 2021,Men
31,ALEX,VIVAS,ECU,6.73,,Moscow_2021,16 September - 21 September 2021,Men
32,JAN,HOJER,GER,6.91,,Moscow_2021,16 September - 21 September 2021,Men
33,MATVEY,YESSIPOV,KAZ,6.99,,Moscow_2021,16 September - 21 September 2021,Men
34,NICKOLAIE,RIVADENEIRA,ECU,7.03,,Moscow_2021,16 September - 21 September 2021,Men
35,JUAN MARTIN,PEÑA,ECU,7.10,,Moscow_2021,16 September - 21 September 2021,Men
36,ROMAN,KOSTYUKOV,KAZ,7.17,,Moscow_2021,16 September - 21 September 2021,Men
37,CHIA HSIANG,LIN,TPE,7.18,,Moscow_2021,16 September - 21 September 2021,Men
38,MERRITT,ERNSBERGER,USA,7.40,,Moscow_2021,16 September - 21 September 2021,Men
39,AARON,PEÑARANDA,ECU,7.68,,Moscow_2021,16 September - 21 September 2021,Men
40,PETER,KURIC,SVK,7.84,,Moscow_2021,16 September - 21 September 2021,Men
41,PHILIPP,MARTIN,GER,8.00,,Moscow_2021,16 September - 21 September 2021,Men
42,YANNICK,FLOHÉ,GER,8.62,,Moscow_2021,16 September - 21 September 2021,Men
43,FEDIR,SAMOILOV,UKR,9.19,,Moscow_2021,16 September - 21 September 2021,Men
44,FERHAT,BEKMEZ,TUR,9.34,,Moscow_2021,16 September - 21 September 2021,Men
45,JOSHUA,BRUYNS,RSA,9.91,,Moscow_2021,16 September - 21 September 2021,Men
46,GAURAV,KUMAR,IND,9.97,,Moscow_2021,16 September - 21 September 2021,Men
47,TİMUR,TAŞ,TUR,10.02,,Moscow_2021,16 September - 21 September 2021,Men
48,SERGII,TOPISHKO,UKR,10.11,,Moscow_2021,16 September - 21 September 2021,Men
49,LEV,RUDATSKIY,CFR,11.76,,Moscow_2021,16 September - 21 September 2021,Men
50,ETHAN,PITCHER,CAN,false start,,Moscow_2021,16 September - 21 September 2021,Men
,COLIN,DUFFY,USA,dns,,Moscow_2021,16 September - 21 September 2021,Men
,HRITIK,MARNE,IND,dns,,Moscow_2021,16 September - 21 September 2021,Men
1,NATALIA,KALUCKA,POL,7.42,7.18,Moscow_2021,16 September - 21 September 2021,Women
2,IULIIA,KAPLINA,CFR,7.23,8.94,Moscow_2021,16 September - 21 September 2021,Women
3,ALEKSANDRA,MIROSLAW,POL,6.99,7.00,Moscow_2021,16 September - 21 September 2021,Women
4,EKATERINA,BARASHCHUK,CFR,7.53,8.47,Moscow_2021,16 September - 21 September 2021,Women
5,ELIZAVETA,IVANOVA,CFR,7.45,7.30,Moscow_2021,16 September - 21 September 2021,Women
6,CAPUCINE,VIGLIONE,FRA,7.76,7.55,Moscow_2021,16 September - 21 September 2021,Women
7,EMMA,HUNT,USA,7.40,9.41,Moscow_2021,16 September - 21 September 2021,Women
8,ANNA,BROZEK,POL,7.62,fall,Moscow_2021,16 September - 21 September 2021,Women
9,PATRYCJA,CHUDZIAK,POL,7.88,7.72,Moscow_2021,16 September - 21 September 2021,Women
10,ALEKSANDRA,KALUCKA,POL,8.17,7.87,Moscow_2021,16 September - 21 September 2021,Women
11,FRANZISKA,RITTER,GER,8.23,8.06,Moscow_2021,16 September - 21 September 2021,Women
12,BEATRICE,COLLI,ITA,8.12,8.13,Moscow_2021,16 September - 21 September 2021,Women
13,ANDREA,ROJAS,ECU,8.11,8.16,Moscow_2021,16 September - 21 September 2021,Women
14,MARIIA,KRASAVINA,CFR,7.91,8.17,Moscow_2021,16 September - 21 September 2021,Women
15,LAURA,STÖCKLER,AUT,8.32,12.37,Moscow_2021,16 September - 21 September 2021,Women
16,YELYZAVETA,LAVRYKOVA,UKR,8.22,fall,Moscow_2021,16 September - 21 September 2021,Women
17,ALEXANDRA,ELMER,AUT,8.33,,Moscow_2021,16 September - 21 September 2021,Women
18,TAMARA,ULZHABAYEVA,KAZ,8.41,,Moscow_2021,16 September - 21 September 2021,Women
19,POLINA,KULAGINA,CFR,8.58,,Moscow_2021,16 September - 21 September 2021,Women
20,TETIANA,KOLKOTINA,UKR,8.59,,Moscow_2021,16 September - 21 September 2021,Women
21,MARÍA,LABORDA SAGASTE,ESP,8.74,,Moscow_2021,16 September - 21 September 2021,Women
22,ASSEL,MARLENOVA,KAZ,8.78,,Moscow_2021,16 September - 21 September 2021,Women
23,MIA,KRAMPL,SLO,9.60,,Moscow_2021,16 September - 21 September 2021,Women
24,JESSICA,PILZ,AUT,9.81,,Moscow_2021,16 September - 21 September 2021,Women
25,MAHYA,DARABIAN,IRI,9.86,,Moscow_2021,16 September - 21 September 2021,Women
26,PRATTHANA,RAKSACHAT,THA,10.19,,Moscow_2021,16 September - 21 September 2021,Women
27,ELNAZ,REKABI,IRI,10.35,,Moscow_2021,16 September - 21 September 2021,Women
28,MARGARYTA,ZAKHAROVA,UKR,10.46,,Moscow_2021,16 September - 21 September 2021,Women
29,GRACE,CROWLEY,AUS,10.76,,Moscow_2021,16 September - 21 September 2021,Women
30,ROXANA,WIENAND,GER,10.88,,Moscow_2021,16 September - 21 September 2021,Women
31,TANZILA,OSPAN,KAZ,10.90,,Moscow_2021,16 September - 21 September 2021,Women
32,ALINA,PONOMARYOVA,KAZ,10.97,,Moscow_2021,16 September - 21 September 2021,Women
33,HANNAH,MEUL,GER,11.01,,Moscow_2021,16 September - 21 September 2021,Women
34,THITA,CHINTASAK,THA,11.36,,Moscow_2021,16 September - 21 September 2021,Women
35,NIKA,POTAPOVA,UKR,11.60,,Moscow_2021,16 September - 21 September 2021,Women
36,IEVGENIIA,KAZBEKOVA,UKR,13.78,,Moscow_2021,16 September - 21 September 2021,Women
37,ISABEL,GIFFORD,USA,20.98,,Moscow_2021,16 September - 21 September 2021,Women
